"import_id","id","empid","age","agegroup","attrition","businesstravel","dailyrate","department","distancefromhome","education","educationfield","employeecount","employeenumber","environmentsatisfaction","gender","hourlyrate","jobinvolvement","joblevel","jobrole","jobsatisfaction","maritalstatus","monthlyincome","salaryslab","monthlyrate","numcompaniesworked","over18","overtime","percentsalaryhike","performancerating","relationshipsatisfaction","standardhours","stockoptionlevel","totalworkingyears","trainingtimeslastyear","worklifebalance","yearsatcompany","yearsincurrentrole","yearssincelastpromotion","yearswithcurrmanager","managertenuremissing","attritionflag","tenuregroup","ishighearner","longcommute","salarymin","salarymax"
"1328","1328","1656","50","NULL","0","Travel_Rarely","813","Research & Development","17","5","Life Sciences","1","1656","4","Female","50","2","3","Research Director","1","NULL","13269","NULL","21981","5","1","0","0.1500","3","3","80","3","19.0000","3","0.0300","14","11","1","11","0","0","10.0","1","0","10000.0000","15000.0000"
"1329","1329","2044","50","NULL","1","Travel_Frequently","878","Sales","1","4","Life Sciences","1","2044","2","Male","94","3","2","Sales Executive","3","NULL","6728","NULL","14255","7","1","0","0.1200","3","4","80","2","12.0000","3","0.0300","6","3","0","1","0","1","NULL","1","0","5000.0000","10000.0000"
"1330","1330","2055","50","NULL","1","Travel_Rarely","410","Sales","28","3","Marketing","1","2055","4","Male","39","2","3","Sales Executive","1","NULL","10854","NULL","16586","4","1","1","0.1300","3","2","80","1","20.0000","3","0.0300","3","2","2","0","0","1","NULL","1","0","10000.0000","15000.0000"
"1331","1331","116","51","NULL","0","Travel_Rarely","432","Research & Development","9","4","Life Sciences","1","116","4","Male","96","3","1","Laboratory Technician","4","NULL","2075","5000.0000","18725","3","1","0","0.2300","4","2","80","2","10.0000","4","0.0300","4","2","0","3","0","0","NULL","0","0","5000.0000","5000.0000"
"1332","1332","120","51","NULL","0","Travel_Rarely","632","Sales","21","4","Marketing","1","120","3","Male","71","3","2","Sales Executive","4","NULL","5441","NULL","8423","0","1","1","0.2200","4","4","80","0","11.0000","2","0.0100","10","7","1","0","0","0","NULL","1","0","5000.0000","10000.0000"
"1333","1333","145","51","NULL","0","Travel_Frequently","1456","Research & Development","1","4","Medical","1","145","1","Female","30","2","3","Healthcare Representative","1","NULL","7484","NULL","25796","3","1","0","0.2000","4","3","80","0","23.0000","1","0.0200","13","12","12","8","0","0","10.0","1","0","5000.0000","10000.0000"
"1334","1334","162","51","NULL","0","Travel_Rarely","684","Research & Development","6","3","Life Sciences","1","162","1","Male","51","3","5","Research Director","3","NULL","19537","15000.0000","6462","7","1","0","0.1300","3","3","80","0","23.0000","5","0.0300","20","18","15","15","0","0","10.0","1","0","15000.0000","NULL"
"1335","1335","179","51","NULL","1","Travel_Frequently","1150","Research & Development","8","4","Life Sciences","1","179","1","Male","53","1","3","Manufacturing Director","4","NULL","10650","NULL","25150","2","1","0","0.1500","3","4","80","0","18.0000","2","0.0300","4","2","0","3","0","1","NULL","1","0","10000.0000","15000.0000"
"1336","1336","211","51","NULL","0","Travel_Rarely","1169","Research & Development","7","4","Medical","1","211","2","Male","34","2","2","Manufacturing Director","3","NULL","6132","NULL","13983","2","1","0","0.1700","3","3","80","0","10.0000","2","0.0300","1","0","0","0","0","0","NULL","1","0","5000.0000","10000.0000"
"1337","1337","258","51","NULL","0","Travel_Rarely","313","Research & Development","3","3","Medical","1","258","4","Female","98","3","4","Healthcare Representative","2","NULL","13734","NULL","7192","3","1","0","0.1800","3","3","80","0","21.0000","6","0.0300","7","7","1","0","0","0","NULL","1","0","10000.0000","15000.0000"
"1338","1338","296","51","NULL","0","Travel_Rarely","1469","Research & Development","8","4","Life Sciences","1","296","2","Male","81","2","3","Research Director","2","NULL","12490","NULL","15736","5","1","0","0.1600","3","4","80","2","16.0000","5","0.0100","10","9","4","7","0","0","NULL","1","0","10000.0000","15000.0000"
"1339","1339","353","51","NULL","0","Travel_Rarely","833","Research & Development","1","3","Life Sciences","1","353","3","Male","96","3","1","Research Scientist","4","NULL","2723","5000.0000","23231","1","1","0","0.1100","3","2","80","0","1.0000","0","0.0200","1","0","0","3","1","0","NULL","0","0","5000.0000","5000.0000"
"1340","1340","408","51","NULL","0","Travel_Rarely","1302","Research & Development","2","3","Medical","1","408","4","Male","84","1","2","Manufacturing Director","2","NULL","5482","NULL","16321","5","1","0","0.1800","3","4","80","1","13.0000","3","0.0300","4","1","1","2","0","0","NULL","1","0","5000.0000","10000.0000"
"1341","1341","500","51","NULL","0","Travel_Rarely","1178","Sales","14","2","Life Sciences","1","500","3","Female","87","3","2","Sales Executive","4","NULL","4936","5000.0000","14862","4","1","0","0.1100","3","3","80","1","18.0000","2","0.0200","7","7","0","7","0","0","NULL","1","0","5000.0000","5000.0000"
"1342","1342","851","51","NULL","0","Travel_Rarely","1318","Sales","26","4","Marketing","1","851","1","Female","66","3","4","Manager","3","NULL","16307","15000.0000","5594","2","1","0","0.1400","3","3","80","1","29.0000","2","0.0200","20","6","4","17","0","0","10.0","1","0","15000.0000","NULL"
"1343","1343","1081","51","NULL","1","Travel_Rarely","1323","Research & Development","4","4","Life Sciences","1","1081","1","Male","34","3","1","Research Scientist","3","NULL","2461","5000.0000","10332","9","1","1","0.1200","3","3","80","3","18.0000","2","0.0400","10","0","2","7","0","1","NULL","0","0","5000.0000","5000.0000"
"1344","1344","1282","51","NULL","0","Travel_Frequently","237","Sales","9","3","Life Sciences","1","1282","4","Male","83","3","5","Manager","2","NULL","19847","15000.0000","19196","4","1","1","0.2400","4","1","80","1","31.0000","5","0.0200","29","10","11","10","0","0","10.0","1","0","15000.0000","NULL"
"1345","1345","1297","51","NULL","0","Travel_Frequently","968","Research & Development","6","2","Medical","1","1297","2","Female","40","2","1","Laboratory Technician","3","NULL","2838","5000.0000","4257","0","1","0","0.1400","3","2","80","0","8.0000","6","0.0200","7","0","7","7","0","0","NULL","0","0","5000.0000","5000.0000"
"1346","1346","1352","51","NULL","0","Travel_Rarely","770","Human Resources","5","3","Life Sciences","1","1352","3","Male","84","3","4","Manager","2","NULL","14026","NULL","17588","1","1","1","0.1100","3","2","80","1","33.0000","2","0.0300","33","9","0","10","0","0","10.0","1","0","10000.0000","15000.0000"
"1347","1347","1367","51","NULL","0","Travel_Rarely","1405","Research & Development","11","2","Technical Degree","1","1367","4","Female","82","2","4","Manufacturing Director","2","NULL","13142","NULL","24439","3","1","0","0.1600","3","2","80","0","29.0000","1","0.0200","5","2","0","3","0","0","NULL","1","0","10000.0000","15000.0000"
"1348","1348","1391","51","NULL","0","Travel_Frequently","541","Sales","2","3","Marketing","1","1391","2","Male","52","3","3","Sales Executive","2","NULL","10596","NULL","15395","2","1","0","0.1100","3","2","80","0","14.0000","5","0.0300","4","2","3","2","0","0","NULL","1","0","10000.0000","15000.0000"
"1349","1349","1786","51","NULL","0","Travel_Rarely","942","Research & Development","3","3","Technical Degree","1","1786","1","Female","53","3","3","Manager","3","NULL","13116","NULL","22984","2","1","0","0.1100","3","4","80","0","15.0000","2","0.0300","2","2","2","2","0","0","NULL","1","0","10000.0000","15000.0000"
"1350","1350","259","52","NULL","0","Travel_Rarely","699","Research & Development","1","4","Life Sciences","1","259","3","Male","65","2","5","Manager","3","NULL","19999","15000.0000","5678","0","1","0","0.1400","3","1","80","1","34.0000","5","0.0300","33","18","11","9","0","0","10.0","1","0","15000.0000","NULL"
"1351","1351","316","52","NULL","0","Travel_Rarely","1323","Research & Development","2","3","Life Sciences","1","316","3","Female","89","2","1","Laboratory Technician","4","NULL","3212","5000.0000","3300","7","1","0","0.1500","3","2","80","0","6.0000","3","0.0200","2","2","2","2","0","0","NULL","0","0","5000.0000","5000.0000"
"1352","1352","329","52","NULL","0","Non-Travel","771","Sales","2","4","Life Sciences","1","329","1","Male","79","2","5","Manager","3","NULL","19068","15000.0000","21030","1","1","1","0.1800","3","4","80","0","33.0000","2","0.0400","33","7","15","12","0","0","10.0","1","0","15000.0000","NULL"
"1353","1353","433","52","NULL","1","Travel_Rarely","723","Research & Development","8","4","Medical","1","433","3","Male","85","2","2","Research Scientist","2","NULL","4941","5000.0000","17747","2","1","0","0.1500","3","1","80","0","11.0000","3","0.0200","8","2","7","7","0","1","NULL","1","0","5000.0000","5000.0000"
"1354","1354","543","52","NULL","0","Travel_Rarely","319","Research & Development","3","3","Medical","1","543","4","Male","39","2","3","Manufacturing Director","3","NULL","7969","NULL","19609","2","1","1","0.1400","3","3","80","0","28.0000","4","0.0300","5","4","0","3","1","0","NULL","1","0","5000.0000","10000.0000"
"1355","1355","546","52","NULL","0","Travel_Rarely","1490","Research & Development","4","2","Life Sciences","1","546","4","Female","30","3","4","Manager","4","NULL","16555","15000.0000","10310","2","1","0","0.1300","3","4","80","0","31.0000","2","0.0100","5","2","1","4","0","0","NULL","1","0","15000.0000","NULL"
"1356","1356","630","52","NULL","0","Travel_Rarely","956","Research & Development","6","2","Technical Degree","1","630","4","Male","78","3","2","Research Scientist","1","NULL","5577","NULL","22087","3","1","1","0.1200","3","2","80","2","18.0000","3","0.0300","10","9","6","9","0","0","NULL","1","0","5000.0000","10000.0000"
"1357","1357","776","52","NULL","0","Travel_Rarely","621","Sales","3","4","Marketing","1","776","3","Male","31","2","4","Manager","1","NULL","16856","15000.0000","10084","1","1","0","0.1100","3","1","80","0","34.0000","3","0.0400","34","6","1","16","0","0","10.0","1","0","15000.0000","NULL"
"1358","1358","791","52","NULL","0","Non-Travel","715","Research & Development","19","4","Medical","1","791","4","Male","41","3","1","Research Scientist","4","NULL","4258","5000.0000","26589","0","1","0","0.1800","3","1","80","1","5.0000","3","0.0300","4","3","1","2","0","0","NULL","0","0","5000.0000","5000.0000"
"1359","1359","813","52","NULL","0","Travel_Rarely","1325","Research & Development","11","4","Life Sciences","1","813","4","Female","82","3","2","Laboratory Technician","3","NULL","3149","5000.0000","21821","8","1","0","0.2000","4","2","80","1","9.0000","3","0.0300","5","2","1","4","0","0","NULL","0","0","5000.0000","5000.0000"
"1360","1360","867","52","NULL","0","Travel_Frequently","890","Research & Development","25","4","Medical","1","867","3","Female","81","2","4","Manufacturing Director","4","NULL","13826","NULL","19028","3","1","0","0.2200","4","3","80","0","31.0000","3","0.0300","9","8","0","0","0","0","NULL","1","0","10000.0000","15000.0000"
"1361","1361","976","52","NULL","0","Travel_Rarely","1053","Research & Development","1","2","Life Sciences","1","976","4","Male","70","3","4","Manager","4","NULL","17099","15000.0000","13829","2","1","0","0.1500","3","2","80","1","26.0000","2","0.0200","9","8","7","8","0","0","NULL","1","0","15000.0000","NULL"
"1362","1362","1038","52","NULL","1","Travel_Rarely","266","Sales","2","1","Marketing","1","1038","1","Female","57","1","5","Manager","4","NULL","19845","15000.0000","25846","1","1","0","0.1500","3","4","80","1","33.0000","3","0.0300","32","14","6","9","0","1","10.0","1","0","15000.0000","NULL"
"1363","1363","1118","52","NULL","0","Travel_Rarely","994","Research & Development","7","4","Life Sciences","1","1118","2","Male","87","3","3","Healthcare Representative","2","NULL","10445","NULL","15322","7","1","0","0.1900","3","4","80","0","18.0000","4","0.0300","8","6","4","0","0","0","NULL","1","0","10000.0000","15000.0000"
"1364","1364","1319","52","NULL","1","Travel_Rarely","1030","Sales","5","3","Life Sciences","1","1319","2","Male","64","3","3","Sales Executive","2","NULL","8446","NULL","21534","9","1","1","0.1900","3","3","80","0","10.0000","2","0.0200","8","7","7","7","0","1","NULL","1","0","5000.0000","10000.0000"
"1365","1365","1401","52","NULL","0","Travel_Frequently","322","Research & Development","28","2","Medical","1","1401","4","Female","59","4","4","Manufacturing Director","3","NULL","13247","NULL","9731","2","1","1","0.1100","3","2","80","1","24.0000","3","0.0200","5","3","0","2","0","0","NULL","1","0","10000.0000","15000.0000"
"1366","1366","1409","52","NULL","0","Travel_Rarely","258","Research & Development","8","4","Other","1","1409","3","Female","54","3","1","Laboratory Technician","1","NULL","2950","5000.0000","17363","9","1","0","0.1300","3","3","80","0","12.0000","2","0.0100","5","4","0","4","0","0","NULL","0","0","5000.0000","5000.0000"
"1367","1367","2019","52","NULL","0","Non-Travel","585","Sales","29","4","Life Sciences","1","2019","1","Male","40","3","1","Sales Representative","4","NULL","3482","5000.0000","19788","2","1","0","0.1500","3","2","80","2","16.0000","3","0.0200","9","8","0","0","0","0","NULL","0","0","5000.0000","5000.0000"
"1368","1368","23","53","NULL","0","Travel_Rarely","1219","Sales","2","4","Life Sciences","1","23","1","Female","78","2","4","Manager","4","NULL","15427","15000.0000","22021","2","1","0","0.1600","3","3","80","0","31.0000","3","0.0300","25","8","3","7","0","0","10.0","1","0","15000.0000","NULL"
"1369","1369","32","53","NULL","0","Travel_Rarely","1282","Research & Development","5","3","Other","1","32","3","Female","58","3","5","Manager","3","NULL","19094","15000.0000","10735","4","1","0","0.1100","3","4","80","1","26.0000","3","0.0200","14","13","4","3","1","0","10.0","1","0","15000.0000","NULL"
"1370","1370","205","53","NULL","0","Travel_Rarely","1436","Sales","6","2","Marketing","1","205","2","Male","34","3","2","Sales Representative","3","NULL","2306","5000.0000","16047","2","1","1","0.2000","4","4","80","1","13.0000","3","0.0100","7","7","4","5","0","0","NULL","0","0","5000.0000","5000.0000"
"1371","1371","250","53","NULL","0","Travel_Rarely","1084","Research & Development","13","2","Medical","1","250","4","Female","57","4","2","Manufacturing Director","1","NULL","4450","5000.0000","26250","1","1","0","0.1100","3","3","80","2","5.0000","3","0.0300","4","2","1","3","0","0","NULL","0","0","5000.0000","5000.0000"
"1372","1372","386","53","NULL","0","Travel_Rarely","1070","Research & Development","3","4","Medical","1","386","3","Male","45","3","4","Research Director","3","NULL","17584","15000.0000","21016","3","1","1","0.1600","3","4","80","3","21.0000","5","0.0200","5","3","1","3","0","0","NULL","1","0","15000.0000","NULL"
"1373","1373","682","53","NULL","0","Travel_Rarely","238","Sales","1","1","Medical","1","682","4","Female","34","3","2","Sales Executive","1","NULL","8381","NULL","7507","7","1","0","0.2000","4","4","80","0","18.0000","2","0.0400","14","7","8","10","0","0","10.0","1","0","5000.0000","10000.0000"
"1374","1374","730","53","NULL","0","Travel_Rarely","970","Research & Development","7","3","Life Sciences","1","730","3","Male","59","4","4","Research Director","3","NULL","14814","NULL","13514","3","1","0","0.1900","3","3","80","0","32.0000","3","0.0300","5","1","1","3","0","0","NULL","1","0","10000.0000","15000.0000"
"1375","1375","769","53","NULL","0","Travel_Rarely","346","Research & Development","6","3","Life Sciences","1","769","4","Male","86","3","2","Laboratory Technician","4","NULL","2450","5000.0000","10919","2","1","0","0.1700","3","4","80","0","19.0000","4","0.0300","2","2","2","2","0","0","NULL","0","0","5000.0000","5000.0000"
"1376","1376","862","53","NULL","0","Travel_Rarely","661","Sales","7","2","Marketing","1","862","1","Female","78","2","3","Sales Executive","4","NULL","10934","NULL","20715","7","1","1","0.1800","3","4","80","1","35.0000","3","0.0300","5","2","0","4","0","0","NULL","1","0","10000.0000","15000.0000"
"1377","1377","897","53","NULL","0","Travel_Rarely","868","Sales","8","3","Marketing","1","897","1","Male","73","3","4","Sales Executive","4","NULL","11836","NULL","22789","5","1","0","0.1400","3","3","80","1","28.0000","3","0.0300","2","0","2","2","0","0","NULL","1","0","10000.0000","15000.0000"
"1378","1378","901","53","NULL","0","Travel_Rarely","102","Research & Development","23","4","Life Sciences","1","901","4","Female","72","3","4","Research Director","4","NULL","14275","NULL","20206","6","1","0","0.1800","3","3","80","0","33.0000","0","0.0300","12","9","3","8","0","0","10.0","1","0","10000.0000","15000.0000"
"1379","1379","981","53","NULL","0","Travel_Rarely","1376","Sales","2","2","Medical","1","981","3","Male","45","3","4","Manager","3","NULL","14852","NULL","13938","6","1","0","0.1300","3","3","80","1","22.0000","3","0.0400","17","13","15","2","0","0","10.0","1","0","10000.0000","15000.0000"
"1380","1380","1050","53","NULL","0","Travel_Frequently","124","Sales","2","3","Marketing","1","1050","3","Female","38","2","3","Sales Executive","2","NULL","7525","NULL","23537","2","1","0","0.1200","3","1","80","1","30.0000","2","0.0300","15","7","6","12","0","0","10.0","1","0","5000.0000","10000.0000"
"1381","1381","1201","53","NULL","0","Travel_Rarely","1223","Research & Development","7","2","Medical","1","1201","4","Female","50","3","5","Manager","3","NULL","18606","15000.0000","18640","3","1","0","0.1800","3","2","80","1","26.0000","6","0.0300","7","7","4","7","0","0","NULL","1","0","15000.0000","NULL"
"1382","1382","1472","53","NULL","0","Travel_Rarely","447","Research & Development","2","3","Medical","1","1472","4","Male","39","4","4","Research Director","2","NULL","16598","15000.0000","19764","4","1","0","0.1200","3","2","80","0","35.0000","2","0.0200","9","8","8","8","0","0","NULL","1","0","15000.0000","NULL"
"1383","1383","1572","53","NULL","1","Travel_Rarely","607","Research & Development","2","5","Technical Degree","1","1572","3","Female","78","2","3","Manufacturing Director","4","NULL","10169","NULL","14618","0","1","0","0.1600","3","2","80","1","34.0000","4","0.0300","33","7","1","9","0","1","10.0","1","0","10000.0000","15000.0000"
"1384","1384","1689","53","NULL","0","Travel_Rarely","1395","Research & Development","24","4","Medical","1","1689","2","Male","48","4","3","Healthcare Representative","4","NULL","7005","NULL","3458","3","1","0","0.1500","3","3","80","0","11.0000","2","0.0300","4","3","1","2","0","0","NULL","1","0","5000.0000","10000.0000"
"1385","1385","1775","53","NULL","0","Non-Travel","661","Research & Development","1","4","Medical","1","1775","1","Female","60","2","4","Manufacturing Director","3","NULL","12965","NULL","22308","4","1","1","0.2000","4","4","80","3","27.0000","2","0.0200","3","2","0","2","0","0","NULL","1","0","10000.0000","15000.0000"
"1386","1386","1968","53","NULL","1","Travel_Rarely","1168","Sales","24","4","Life Sciences","1","1968","1","Male","66","3","3","Sales Executive","1","NULL","10448","NULL","5843","6","1","1","0.1300","3","2","80","0","15.0000","2","0.0200","2","2","2","2","0","1","NULL","1","0","10000.0000","15000.0000"
"1387","1387","126","54","NULL","0","Travel_Rarely","1217","Research & Development","2","4","Technical Degree","1","126","1","Female","60","3","3","Research Director","3","NULL","13549","NULL","24001","9","1","0","0.1200","3","1","80","1","16.0000","5","0.0100","4","3","0","3","0","0","NULL","1","0","10000.0000","15000.0000"
"1388","1388","148","54","NULL","0","Non-Travel","142","Human Resources","26","3","Human Resources","1","148","4","Female","30","4","4","Manager","4","NULL","17328","15000.0000","13871","2","1","1","0.1200","3","3","80","0","23.0000","3","0.0300","5","3","4","4","0","0","NULL","1","0","15000.0000","NULL"
"1389","1389","303","54","NULL","0","Travel_Rarely","1147","Sales","3","3","Marketing","1","303","4","Female","52","3","2","Sales Executive","1","NULL","5940","NULL","17011","2","1","0","0.1400","3","4","80","1","16.0000","4","0.0300","6","2","0","5","0","0","NULL","1","0","5000.0000","10000.0000"
"1390","1390","450","54","NULL","0","Travel_Frequently","928","Research & Development","20","4","Life Sciences","1","450","4","Female","31","3","2","Research Scientist","3","NULL","4869","5000.0000","16885","3","1","0","0.1200","3","4","80","0","20.0000","4","0.0200","4","3","0","3","0","0","NULL","0","0","5000.0000","5000.0000"
"1391","1391","522","54","NULL","0","Travel_Rarely","821","Research & Development","5","2","Medical","1","522","1","Male","86","3","5","Research Director","1","NULL","19406","15000.0000","8509","4","1","0","0.1100","3","3","80","1","24.0000","4","0.0200","4","2","1","2","0","0","NULL","1","0","15000.0000","NULL"
"1392","1392","578","54","NULL","0","Travel_Rarely","548","Research & Development","8","4","Life Sciences","1","578","3","Female","42","3","2","Laboratory Technician","3","NULL","3780","5000.0000","23428","7","1","0","0.1100","3","3","80","0","19.0000","3","0.0300","1","0","0","0","0","0","NULL","0","0","5000.0000","5000.0000"
"1393","1393","698","54","NULL","0","Travel_Rarely","397","Human Resources","19","4","Medical","1","698","3","Male","88","3","3","Human Resources","2","NULL","10725","NULL","6729","2","1","0","0.1500","3","3","80","1","16.0000","1","0.0400","9","7","7","1","0","0","NULL","1","0","10000.0000","15000.0000"
"1394","1394","799","54","NULL","0","Travel_Rarely","376","Research & Development","19","4","Medical","1","799","4","Female","95","3","2","Manufacturing Director","1","NULL","5485","NULL","22670","9","1","1","0.1100","3","2","80","2","9.0000","4","0.0300","5","3","1","4","0","0","NULL","1","0","5000.0000","10000.0000"
"1395","1395","1013","54","NULL","0","Travel_Rarely","1441","Research & Development","17","3","Technical Degree","1","1013","3","Female","56","3","3","Manufacturing Director","3","NULL","10739","NULL","13943","8","1","0","0.1100","3","3","80","1","22.0000","2","0.0300","10","7","0","8","0","0","NULL","1","0","10000.0000","15000.0000"
"1396","1396","1070","54","NULL","0","Travel_Rarely","1082","Sales","2","4","Life Sciences","1","1070","3","Female","41","2","3","Sales Executive","3","NULL","10686","NULL","8392","6","1","0","0.1100","3","2","80","1","13.0000","4","0.0300","9","4","7","0","0","0","NULL","1","0","10000.0000","15000.0000"
"1397","1397","1245","54","NULL","0","Travel_Frequently","966","Research & Development","1","4","Life Sciences","1","1245","4","Female","53","3","3","Manufacturing Director","3","NULL","10502","NULL","9659","7","1","0","0.1700","3","1","80","1","33.0000","2","0.0100","5","4","1","4","0","0","NULL","1","0","10000.0000","15000.0000"
"1398","1398","1250","54","NULL","0","Travel_Rarely","685","Research & Development","3","3","Life Sciences","1","1250","4","Male","85","3","4","Research Director","4","NULL","17779","15000.0000","23474","3","1","0","0.1400","3","1","80","0","36.0000","2","0.0300","10","9","0","9","0","0","NULL","1","0","15000.0000","NULL"
"1399","1399","1422","54","NULL","0","Travel_Rarely","971","Research & Development","1","3","Medical","1","1422","4","Female","54","3","4","Research Director","4","NULL","17328","15000.0000","5652","6","1","0","0.1900","3","4","80","0","29.0000","3","0.0200","20","7","12","7","0","0","10.0","1","0","15000.0000","NULL"
"1400","1400","1520","54","NULL","0","Travel_Frequently","1050","Research & Development","11","4","Medical","1","1520","2","Female","87","3","4","Manager","4","NULL","16032","15000.0000","24456","3","1","0","0.2000","4","1","80","1","26.0000","2","0.0300","14","9","1","12","0","0","10.0","1","0","15000.0000","NULL"
"1401","1401","1665","54","NULL","0","Travel_Rarely","584","Research & Development","22","5","Medical","1","1665","2","Female","91","3","4","Manager","3","NULL","17426","15000.0000","18685","3","1","0","0.2500","4","3","80","1","36.0000","6","0.0300","10","8","4","7","0","0","NULL","1","0","15000.0000","NULL"
"1402","1402","1830","54","NULL","0","Travel_Rarely","431","Research & Development","7","4","Medical","1","1830","4","Female","68","3","2","Research Scientist","4","NULL","6854","NULL","15696","4","1","0","0.1500","3","2","80","1","14.0000","2","0.0200","7","1","1","7","0","0","NULL","1","0","5000.0000","10000.0000"
"1403","1403","1969","54","NULL","0","Travel_Rarely","155","Research & Development","9","2","Life Sciences","1","1969","1","Female","67","3","2","Research Scientist","3","NULL","2897","5000.0000","22474","3","1","0","0.1100","3","3","80","2","9.0000","6","0.0200","4","3","2","3","0","0","NULL","0","0","5000.0000","5000.0000"
"1404","1404","1980","54","NULL","0","Travel_Rarely","157","Research & Development","10","3","Medical","1","1980","3","Female","77","3","2","Manufacturing Director","1","NULL","4440","5000.0000","25198","6","1","1","0.1900","3","4","80","0","9.0000","3","0.0300","5","2","1","4","0","0","NULL","0","0","5000.0000","5000.0000"
"1405","1405","84","55","NULL","0","Travel_Rarely","836","Research & Development","8","3","Medical","1","84","4","Female","33","3","4","Manager","3","NULL","14756","NULL","19730","2","1","1","0.1400","3","3","80","3","21.0000","2","0.0300","5","0","0","2","0","0","NULL","1","0","10000.0000","15000.0000"
"1406","1406","106","55","NULL","0","Travel_Rarely","111","Sales","1","2","Life Sciences","1","106","1","Male","70","3","3","Sales Executive","4","NULL","10239","NULL","18092","3","1","0","0.1400","3","4","80","1","24.0000","4","0.0300","1","0","1","0","0","0","NULL","1","0","10000.0000","15000.0000"
"1407","1407","254","55","NULL","0","Travel_Rarely","692","Research & Development","14","4","Medical","1","254","3","Male","61","4","5","Research Director","2","NULL","18722","15000.0000","13339","8","1","0","0.1100","3","4","80","0","36.0000","3","0.0300","24","15","2","15","0","0","10.0","1","0","15000.0000","NULL"
"1408","1408","374","55","NULL","0","Travel_Rarely","452","Research & Development","1","3","Medical","1","374","4","Male","81","3","5","Manager","1","NULL","19045","15000.0000","18938","0","1","1","0.1400","3","3","80","0","37.0000","2","0.0300","36","10","4","13","0","0","10.0","1","0","15000.0000","NULL"
"1409","1409","389","55","NULL","0","Travel_Rarely","147","Research & Development","20","2","Technical Degree","1","389","2","Male","37","3","2","Laboratory Technician","4","NULL","5415","NULL","15972","3","1","1","0.1900","3","4","80","1","12.0000","4","0.0300","10","7","0","8","0","0","NULL","1","0","5000.0000","10000.0000"
"1410","1410","505","55","NULL","0","Travel_Rarely","1311","Research & Development","2","3","Life Sciences","1","505","3","Female","97","3","4","Manager","4","NULL","16659","15000.0000","23258","2","1","1","0.1300","3","3","80","0","30.0000","2","0.0300","5","4","1","2","0","0","NULL","1","0","15000.0000","NULL"
"1411","1411","597","55","NULL","0","Travel_Rarely","1117","Sales","18","5","Life Sciences","1","597","1","Female","83","3","4","Manager","2","NULL","16835","15000.0000","9873","3","1","0","0.2300","4","4","80","0","37.0000","2","0.0300","10","9","7","7","0","0","NULL","1","0","15000.0000","NULL"
"1412","1412","787","55","NULL","1","Travel_Rarely","725","Research & Development","2","3","Medical","1","787","4","Male","78","3","5","Manager","1","NULL","19859","15000.0000","21199","5","1","1","0.1300","3","4","80","1","24.0000","2","0.0300","5","2","1","4","0","1","NULL","1","0","15000.0000","NULL"
"1413","1413","842","55","NULL","1","Travel_Rarely","436","Sales","2","1","Medical","1","842","3","Male","37","3","2","Sales Executive","4","NULL","5160","NULL","21519","4","1","0","0.1600","3","3","80","0","12.0000","3","0.0200","9","7","7","3","0","1","NULL","1","0","5000.0000","10000.0000"
"1414","1414","1034","55","NULL","0","Travel_Frequently","135","Research & Development","18","4","Medical","1","1034","3","Male","62","3","2","Healthcare Representative","2","NULL","6385","NULL","12992","3","1","1","0.1400","3","4","80","2","17.0000","3","0.0300","8","7","6","7","0","0","NULL","1","0","5000.0000","10000.0000"
"1415","1415","1074","55","NULL","0","Non-Travel","444","Research & Development","2","1","Medical","1","1074","3","Male","40","2","4","Manager","1","NULL","16756","15000.0000","17323","7","1","0","0.1500","3","2","80","0","31.0000","3","0.0400","9","7","6","2","0","0","NULL","1","0","15000.0000","NULL"
"1416","1416","1096","55","NULL","0","Travel_Frequently","1091","Research & Development","2","1","Life Sciences","1","1096","4","Male","65","3","3","Manufacturing Director","2","NULL","10976","NULL","15813","3","1","0","0.1800","3","2","80","1","23.0000","4","0.0300","3","2","1","2","0","0","NULL","1","0","10000.0000","15000.0000"
"1417","1417","1278","55","NULL","0","Non-Travel","177","Research & Development","8","1","Medical","1","1278","4","Male","37","2","4","Healthcare Representative","2","NULL","13577","NULL","25592","1","1","1","0.1500","3","4","80","1","34.0000","3","0.0300","33","9","15","0","0","0","10.0","1","0","10000.0000","15000.0000"
"1418","1418","1336","55","NULL","0","Travel_Rarely","282","Research & Development","2","2","Medical","1","1336","4","Female","58","1","5","Manager","3","NULL","19187","15000.0000","6992","4","1","0","0.1400","3","4","80","1","23.0000","5","0.0300","19","9","9","11","0","0","10.0","1","0","15000.0000","NULL"
"1419","1419","1372","55","NULL","1","Travel_Rarely","267","Sales","13","4","Marketing","1","1372","1","Male","85","4","4","Sales Executive","3","NULL","13695","NULL","9277","6","1","1","0.1700","3","3","80","0","24.0000","2","0.0200","19","7","3","8","0","1","10.0","1","0","10000.0000","15000.0000"
"1420","1420","1424","55","NULL","0","Travel_Rarely","1136","Research & Development","1","4","Medical","1","1424","2","Male","81","4","4","Research Director","4","NULL","14732","NULL","12414","2","1","0","0.1300","3","4","80","2","31.0000","4","0.0400","7","7","0","0","0","0","NULL","1","0","10000.0000","15000.0000"
